tiempo;VELOCIDAD;ACELERACION;;
1586;;;;5,7453294
1587;;;;5,78136
1588;;;;5,7746687
1589;;;;5,7654037
1590;;;;5,5728974
1591;;;;5,2095037
1592;;;;4,9433923
1593;;;;4,453377
1594;;;;3,8691669
1595;;;;3,3451798
1596;;;;3,0121543
1597;;;;3,3065755
1598;;;;3,830048
1599;;;;4,8852286
1600;;;;5,1199417
1601;;;;5,3896565
1602;;;;5,1770763
1603;;;;4,6021314
1604;;;;4,30771
1605;;;;4,2104278
1606;;;;3,7296772
1607;;;;3,1655416
1608;;;;3,3477533
1609;;;;3,5953348
1610;;;;3,39099
1611;;;;3,1192167
1612;;;;2,64979
1613;;;;2,3358095
1614;;;;1,973445
1615;;;;1,695495
1616;;;;1,3866616
1617;;;;1,8056456
1618;;;;2,5540516
1619;;;;2,5149329
1620;;;;1,8982955
1621;;;;1,8133664
1622;;;;1,8015277
1623;;;;2,3332357
1624;;;;3,3981962
1625;;;;4,041599
1626;;;;3,9062269
1627;;;;4,760151
1628;;;;4,880081
1629;;;;5,25377
1630;;;;5,626943
1631;;;;5,629002
1632;;;;5,799375
1633;;;;5,822023
1634;;;;5,6428995
1635;;;;5,4390697
1636;;;;5,625399
1637;;;;5,6362085
1638;;;;5,6377525
1639;;;;5,4442167
1640;;;;5,060234
1641;;;;4,7179437
1642;;;;4,369992
1643;;;;4,0796885
1644;;;;3,5963643
1645;;;;3,6030555
1646;;;;4,2701354
1647;;;;4,599043
1648;;;;5,0267773
1649;;;;5,379362
1650;;;;5,134354
1651;;;;5,5332637
1652;;;;5,7798157
1653;;;;5,782904
1654;;;;5,773639
1655;;;;5,941953
1656;;;;5,938865
1657;;;;5,9254823
1658;;;;5,8282
1659;;;;5,8477592
1660;;;;6,0582805
1661;;;;6,2518163
1662;;;;6,3712316
1663;;;;6,33726
1664;;;;6,3599076
1665;;;;6,1025467
1666;;;;6,1102676
1667;;;;5,7468734
1668;;;;5,5008364
1669;;;;5,4138484
1670;;;;5,653709
1671;;;;5,507528
1672;;;;5,479218
1673;;;;5,071558
1674;;;;4,774049
1675;;;;4,515658
1676;;;;4,0441723
1677;;;;3,6601896
1678;;;;3,5495245
1679;;;;3,3904753
1680;;;;3,2216463
1681;;;;2,775897
1682;;;;2,2266884
1683;;;;2,0449915
1684;;;;2,6189067
1685;;;;3,6534984
1686;;;;4,5166874
1687;;;;4,918171
1688;;;;5,749962
1689;;;;6,0505595
1690;;;;6,0248237
1691;;;;6,163284
1692;;;;6,1421804
1693;;;;5,970778
1694;;;;5,9342327
1695;;;;5,822023
1696;;;;5,5806184
1697;;;;5,4787035
1698;;;;5,588854
1699;;;;5,3855386
1700;;;;5,3042126
1701;;;;5,3078156
1702;;;;5,3381844
1703;;;;5,330978
1704;;;;5,4823065
1705;;;;5,288256
1706;;;;4,8332415
1707;;;;4,6242642
1708;;;;4,7184587
1709;;;;4,916112
1710;;;;5,0447927
1711;;;;5,2079597
1712;;;;4,980452
1713;;;;4,358668
1714;;;;3,6957057
1715;;;;3,5840108
1716;;;;3,8418868
1717;;;;4,5285263
1718;;;;5,0262623
1719;;;;4,660295
1720;;;;4,5172024
1721;;;;4,0961595
1722;;;;3,813577
1723;;;;3,1701741
1724;;;;2,3512511
1725;;;;1,173052
1726;;;;1,5385047
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;MIN;;;
